"SUPERFICIES ( hectares )","215.3","100.0%"
"dont    
. voirie","52.1","24.2%"
". voies d'eau","4.9","2.3%"
". espaces verts publics","25.8","12.0%"
". domaine ferroviaire","0.0","0.0%"
". équipements","32.9","15.3%"
". tissu urbain ordinaire (habitation, bureaux…)","99.6","46.2%"
