"Quartier 50","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"GARE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","54 530","100.0","57 442","100.0","50 271","100.0","58 450","100.0","67 088","100.0","70 307","100.0","69 008","100.0","4.8","-1.8"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","26 508","48.6","28 690","49.9","24 851","49.4","28 740","49.2","32 336","48.2","34 153","48.6","32 760","47.5","5.6","-4.1"
". Femmes","28 022","51.4","28 752","50.1","25 420","50.6","29 710","50.8","34 752","51.8","36 154","51.4","36 248","52.5","4.0","0.3"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","18 389","33.8","18 189","31.7","14 799","29.4","17 040","29.2","18 600","27.6","21 085","30.0","18 770","32.2","13.4","-11.0"
". Actifs femmes","11 646","21.4","12 448","21.7","10 735","21.4","14 295","24.5","16 840","25.0","18 444","26.2","18 256","31.3","9.5","-1.0"
". Actifs total","30 035","55.2","30 637","53.3","25 534","50.8","31 335","53.6","35 440","52.6","39 529","56.2","37 026","63.5","11.5","-6.3"
". Inactifs hommes","8 090","14.9","10 501","18.3","10 052","20.0","11 700","20.0","13 992","20.8","13 068","18.6","8 572","14.7","-6.6","-34.4"
". Inactifs femmes","16 275","29.9","16 304","28.4","14 685","29.2","15 415","26.4","17 912","26.6","17 710","25.2","12 750","21.9","-1.1","-28.0"
". Inactifs total","24 365","44.8","26 805","46.7","24 737","49.2","27 115","46.4","31 904","47.4","30 778","43.8","21 322","36.5","-3.5","-30.7"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","53 389","97.9","53 465","93.1","46 434","92.4","51 980","88.9","54 744","81.6","58 166","82.7","59 841","86.7","6.3","2.9"
". Étrangers","1 141","2.1","3 977","6.9","3 837","7.6","6 470","11.1","12 344","18.4","12 141","17.3","9 072","13.1","-1.6","-25.3"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","3 674","6.7","3 341","5.8","2 615","5.2","3 205","5.5","3 964","5.9","3 589","5.1","3 325","4.8","-9.5","-7.4"
".  5 à 14 ans","7 051","12.9","7 928","13.8","5 925","11.8","6 360","10.9","8 260","12.3","7 580","10.8","7 335","10.6","-8.2","-3.2"
". 15 à 24 ans","6 953","12.8","7 767","13.5","7 954","15.8","9 365","16.0","9 696","14.5","9 955","14.2","8 851","12.8","2.7","-11.1"
". 25 à 34 ans","9 444","17.3","9 465","16.5","7 574","15.1","11 635","19.9","14 360","21.4","13 790","19.6","12 248","17.7","-4.0","-11.2"
". 35 à 64 ans","23 159","42.5","23 588","41.1","20 237","40.3","21 075","36.1","23 840","35.5","27 518","39.1","28 518","41.3","15.4","3.6"
". 65 à 74 ans","3 053","5.6","3 701","6.4","4 005","8.0","4 240","7.3","3 908","5.8","4 168","5.9","4 739","6.9","6.7","13.7"
". 75 ans et plus","1 066","2.0","1 652","2.9","1 961","3.9","2 570","4.4","3 060","4.6","3 707","5.3","3 992","5.8","21.1","7.7"
