"13ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","66 199","100.0","68 823","100.0","70 281","100.0","80 615","100.0","90 792","100.0","92 528","100.0","96 356","100.0","1.9","4.1"
"Résidences principales","65 264","98.6","66 636","96.8","65 571","93.3","73 075","90.6","78 796","86.8","80 854","87.4","84 564","87.8","2.6","4.6"
"Logements vacants (1)","174","0.3","952","1.4","2 962","4.2","5 770","7.2","8 872","9.8","6 101","6.6","7 786","8.1","-31.2","27.6"
"Résidences secondaires","640","1.0","1 235","1.8","1 748","2.5","1 770","2.2","3 124","3.4","1 132","1.2","1 478","1.5","-63.8","30.6"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","4 441","4.8","2 528","2.6","","-43.1"
"Autres","121","0.2","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","65 264","100.0","66 636","100.0","65 571","100.0","73 075","100.0","78 796","100.0","80 854","100.0","84 564","100.0","2.6","4.6"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","44 016","68.0","42 119","63.2","34 043","51.9","23 285","31.9","19 712","25.0","17 838","22.1","16 244","19.2","-9.5","-8.9"
". 1915 à 1948","15 061","23.3","18 303","27.5","17 961","27.4","21 195","29.0","18 824","23.9","17 832","22.1","17 991","21.3","-5.3","0.9"
". 1949 à 1981","574","0.9","6 214","9.3","13 567","20.7","28 595","39.1","40 260","51.1","40 506","50.1","39 828","47.1","0.6","-1.7"
". 1982 à 1989","-","","-","","-","","-","","-","","4 678","5.8","4 570","5.4","","-2.3"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","5 931","7.0","",""
". Non déterminée","5 103","7.9","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","7 284","9.2","3 166","3.9","1 353","1.6","-56.5","-57.3"
". sans WC ou sans douche","-","","-","","-","","-","","11 336","14.4","6 310","7.8","3 962","4.7","-44.3","-37.2"
"Total sans confort","-","","-","","-","","-","","18 620","23.6","9 476","11.7","5 315","6.3","-49.1","-43.9"
". WC et douche, sans chauffage central","-","","-","","-","","-","","9 268","11.8","7 258","9.0","2 952","3.5","-21.7","-59.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","50 908","64.6","64 120","79.3","76 297","90.2","26.0","19.0"
"Total confort","-","","-","","-","","-","","60 176","76.4","71 378","88.3","79 249","93.7","18.6","11.0"
"Avec WC intérieurs","29 573","45.3","36 561","54.9","40 884","62.4","58 080","79.5","67 832","86.1","75 554","93.4","81 016","95.8","11.4","7.2"
"Avec baignoire ou douche","6 323","9.7","17 370","26.1","27 399","41.8","48 780","66.8","63 908","81.1","73 512","90.9","81 444","96.3","15.0","10.8"
