"Quartier 52","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"CROULEBARBE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","8 920","100.0","9 641","100.0","10 352","100.0","10 875","100.0","12 052","100.0","12 425","100.0","12 394","100.0","3.1","-0.2"
"Résidences principales","-","","9 342","96.9","9 658","93.3","9 940","91.4","10 040","83.3","10 393","83.6","10 356","83.6","3.5","-0.4"
"Logements vacants (1)","-","","106","1.1","387","3.7","625","5.7","1 484","12.3","929","7.5","1 102","8.9","-37.4","18.6"
"Résidences secondaires","-","","193","2.0","307","3.0","310","2.9","528","4.4","253","2.0","316","2.5","-52.1","24.9"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","850","6.8","620","5.0","","-27.1"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","9 342","100.0","9 658","100.0","9 940","100.0","10 040","100.0","10 393","100.0","10 356","100.0","3.5","-0.4"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","6 381","68.3","5 724","59.3","4 260","42.9","3 732","37.2","3 971","38.2","3 953","38.2","6.4","-0.5"
". 1915 à 1948","0","","2 117","22.7","2 014","20.9","2 810","28.3","2 440","24.3","2 099","20.2","1 965","19.0","-14.0","-6.4"
". 1949 à 1981","0","","844","9.0","1 920","19.9","2 870","28.9","3 868","38.5","3 764","36.2","3 642","35.2","-2.7","-3.2"
". 1982 à 1989","-","","-","","-","","-","","-","","559","5.4","509","4.9","","-8.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","287","2.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","864","8.6","448","4.3","232","2.2","-48.1","-48.2"
". sans WC ou sans douche","-","","-","","-","","-","","1 424","14.2","895","8.6","603","5.8","-37.1","-32.6"
"Total sans confort","-","","-","","-","","-","","2 288","22.8","1 343","12.9","835","8.1","-41.3","-37.8"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 640","16.3","1 286","12.4","571","5.5","-21.6","-55.6"
". WC et douche, avec chauffage central","-","","-","","-","","-","","6 112","60.9","7 764","74.7","8 950","86.4","27.0","15.3"
"Total confort","-","","-","","-","","-","","7 752","77.2","9 050","87.1","9 521","91.9","16.7","5.2"
"Avec WC intérieurs","4 875","","5 716","61.2","6 470","67.0","8 270","83.2","8 680","86.5","9 595","92.3","9 784","94.5","10.5","2.0"
"Avec baignoire ou douche","1 251","","3 179","34.0","4 707","48.7","7 100","71.4","8 252","82.2","9 400","90.4","9 861","95.2","13.9","4.9"
