"Quartier 55","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PETIT MONTROUGE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","20 928","100.0","21 997","100.0","21 970","100.0","22 715","100.0","23 252","100.0","23 631","100.0","23 858","100.0","1.6","1.0"
"Résidences principales","-","","21 273","96.7","20 732","94.4","20 570","90.6","20 480","88.1","19 983","84.6","20 347","85.3","-2.4","1.8"
"Logements vacants (1)","-","","397","1.8","597","2.7","1 245","5.5","1 880","8.1","1 818","7.7","2 266","9.5","-3.3","24.6"
"Résidences secondaires","-","","327","1.5","641","2.9","900","4.0","892","3.8","398","1.7","680","2.9","-55.4","70.9"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 432","6.1","565","2.4","","-60.5"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","21 273","100.0","20 732","100.0","20 570","100.0","20 480","100.0","19 983","100.0","20 347","100.0","-2.4","1.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","14 576","68.5","12 442","60.0","10 705","52.0","9 788","47.8","9 414","47.1","9 056","44.5","-3.8","-3.8"
". 1915 à 1948","0","","5 477","25.7","5 959","28.7","6 170","30.0","5 556","27.1","5 255","26.3","5 330","26.2","-5.4","1.4"
". 1949 à 1981","0","","1 220","5.7","2 331","11.2","3 695","18.0","5 136","25.1","4 796","24.0","4 835","23.8","-6.6","0.8"
". 1982 à 1989","-","","-","","-","","-","","-","","518","2.6","520","2.6","","0.4"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","606","3.0","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 260","11.0","1 272","6.4","558","2.7","-43.7","-56.1"
". sans WC ou sans douche","-","","-","","-","","-","","2 624","12.8","1 643","8.2","1 210","5.9","-37.4","-26.4"
"Total sans confort","-","","-","","-","","-","","4 884","23.8","2 915","14.6","1 768","8.7","-40.3","-39.3"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 376","16.5","2 603","13.0","1 137","5.6","-22.9","-56.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","12 220","59.7","14 465","72.4","17 442","85.7","18.4","20.6"
"Total confort","-","","-","","-","","-","","15 596","76.2","17 068","85.4","18 579","91.3","9.4","8.9"
"Avec WC intérieurs","12 669","","13 325","62.6","14 132","68.2","16 090","78.2","17 096","83.5","17 910","89.6","18 951","93.1","4.8","5.8"
"Avec baignoire ou douche","5 126","","8 151","38.3","10 740","51.8","14 535","70.7","16 724","81.7","17 869","89.4","19 417","95.4","6.8","8.7"
