"Quartier 54","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PARC DE MONTSOURIS","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","6 088","100.0","6 108","100.0","7 055","100.0","7 240","100.0","7 343","100.0","7 692","100.0","1.4","4.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","1 873","30.8","2 152","35.2","3 105","44.0","3 496","48.3","3 728","50.8","3 990","51.9","6.6","7.0"
". 2 personnes","","-","","2 018","33.1","1 939","31.7","2 035","28.8","2 108","29.1","2 047","27.9","2 098","27.3","-2.9","2.5"
". 3 personnes","","-","","1 074","17.6","1 017","16.7","1 015","14.4","820","11.3","771","10.5","790","10.3","-6.0","2.5"
". 4 personnes","","-","","620","10.2","575","9.4","565","8.0","584","8.1","556","7.6","572","7.4","-4.8","2.9"
". 5 personnes et plus","","-","","503","8.3","425","7.0","335","4.7","232","3.2","241","3.3","242","3.1","3.9","0.4"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","4 648","76.1","5 530","78.4","5 856","80.9","6 075","82.7","6 371","82.8","3.7","4.9"
". 1 enfant","","-","","-","","862","14.1","860","12.2","780","10.8","708","9.6","718","9.3","-9.2","1.4"
". 2 enfants","","-","","-","","418","6.8","435","6.2","484","6.7","431","5.9","446","5.8","-11.0","3.5"
". 3 enfants ou plus","","-","","-","","180","2.9","230","3.3","120","1.7","129","1.8","157","2.0","7.5","21.7"
"POPULATION DES MÉNAGES","","14 743","","14 535","","13 608","","14 365","","13 748","","13 642","","14 135","","-0.8","3.6"
