"Quartier 55","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PETIT MONTROUGE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","21 273","100.0","20 980","100.0","20 570","100.0","20 480","100.0","19 983","100.0","20 347","100.0","-2.4","1.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","7 029","33.0","7 651","36.5","8 650","42.1","10 108","49.4","10 109","50.6","10 823","53.2","0.0","7.1"
". 2 personnes","","-","","6 880","32.3","6 615","31.5","6 355","30.9","5 884","28.7","5 616","28.1","5 535","27.2","-4.6","-1.4"
". 3 personnes","","-","","3 735","17.6","3 516","16.8","2 965","14.4","2 360","11.5","2 214","11.1","2 073","10.2","-6.2","-6.4"
". 4 personnes","","-","","2 158","10.1","1 973","9.4","1 755","8.5","1 596","7.8","1 490","7.5","1 364","6.7","-6.6","-8.5"
". 5 personnes et plus","","-","","1 471","6.9","1 225","5.8","845","4.1","532","2.6","554","2.8","552","2.7","4.1","-0.4"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","16 542","78.8","16 635","80.9","16 972","82.9","16 676","83.5","17 172","84.4","-1.7","3.0"
". 1 enfant","","-","","-","","2 657","12.7","2 295","11.2","2 012","9.8","1 881","9.4","1 786","8.8","-6.5","-5.1"
". 2 enfants","","-","","-","","1 292","6.2","1 260","6.1","1 188","5.8","1 102","5.5","1 071","5.3","-7.2","-2.8"
". 3 enfants ou plus","","-","","-","","489","2.3","380","1.8","308","1.5","324","1.6","318","1.6","5.2","-1.9"
"POPULATION DES MÉNAGES","","48 843","","48 993","","45 769","","41 770","","38 176","","36 903","","36 519","","-3.3","-1.0"
"Taille moyenne des ménages","","0.00","","2.30","","2.18","","2.03","","1.86","","1.85","","1.79","","-0.9","-2.8"
"( nombre de personnes )","","","","","","","","","","","","","","","","",""
