"15ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","163 084","100.0","162 215","100.0","154 240","100.0","147 122","100.0","144 667","100.0","-4.6","-1.7"
"dont :","habitent à Paris","93 644","57.4","77 400","47.7","67 940","44.0","61 441","41.8","64 546","44.6","-9.6","5.1"
"","-  dans l'arrondissement du lieu de travail","58 188","35.7","38 600","23.8","33 200","21.5","28 621","19.5","35 767","24.7","-13.8","25.0"
"","-  dans un autre arrondissement","35 456","21.7","38 800","23.9","34 740","22.5","32 820","22.3","28 779","19.9","-5.5","-12.3"
"","habitent en banlieue  (Ile-de-France hors Paris)","67 016","41.1","80 090","49.4","78 768","51.1","77 076","52.4","72 793","50.3","-2.1","-5.6"
"","-  en Petite Couronne","47 108","28.9","50 980","31.4","48 400","31.4","44 856","30.5","44 349","30.7","-7.3","-1.1"
"","Hauts de Seine","24 148","14.8","25 485","15.7","24 188","15.7","22 244","15.1","23 150","16.0","-8.0","4.1"
"","Seine Saint Denis","9 736","6.0","10 305","6.4","9 992","6.5","9 600","6.5","9 247","6.4","-3.9","-3.7"
"","Val de Marne","13 224","8.1","15 190","9.4","14 220","9.2","13 012","8.8","11 952","8.3","-8.5","-8.1"
"","-  en Grande Couronne","19 908","12.2","29 110","17.9","30 368","19.7","32 220","21.9","28 444","19.7","6.1","-11.7"
"","habitent en province","2 424","1.5","4 725","2.9","7 532","4.9","8 605","5.8","7 328","5.1","14.2","-14.8"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","115 800","100.0","118 960","100.0","109 168","100.0","110 525","100.0","109 858","100.0","1.2","-0.6"
"dont :","travaillent à Paris","100 496","86.8","93 230","78.4","84 072","77.0","79 362","71.8","74 411","67.7","-5.6","-6.2"
"","-  dans l'arrondissement du lieu de résidence","58 188","50.2","38 600","32.4","33 200","30.4","28 621","25.9","35 767","32.6","-13.8","25.0"
"","-  dans un autre arrondissement","42 308","36.5","54 630","45.9","50 872","46.6","50 741","45.9","38 644","35.2","-0.3","-23.8"
"","travaillent en banlieue  (Ile-de-France hors Paris)","14 772","12.8","24 365","20.5","24 004","22.0","29 654","26.8","33 846","30.8","23.5","14.1"
"","-  en Petite Couronne","12 700","11.0","19 670","16.5","18 888","17.3","22 649","20.5","25 919","23.6","19.9","14.4"
"","Hauts de Seine","9 288","8.0","13 985","11.8","13 228","12.1","16 168","14.6","19 536","17.8","22.2","20.8"
"","Seine Saint Denis","1 404","1.2","2 295","1.9","2 336","2.1","2 849","2.6","2 870","2.6","22.0","0.7"
"","Val de Marne","2 008","1.7","3 390","2.8","3 324","3.0","3 632","3.3","3 513","3.2","9.3","-3.3"
"","-  en Grande Couronne","2 072","1.8","4 695","3.9","5 116","4.7","7 005","6.3","7 927","7.2","36.9","13.2"
"","travaillent en province ou hors France métropolitaine","532","0.5","1 365","1.1","1 092","1.0","1 509","1.4","1 601","1.5","38.2","6.1"
