"7ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","92 808","100.0","96 350","100.0","93 256","100.0","89 428","100.0","76 212","100.0","-4.1","-14.8"
"dont :","habitent à Paris","52 524","56.6","47 810","49.6","42 236","45.3","38 992","43.6","32 521","42.7","-7.7","-16.6"
"","-  dans l'arrondissement du lieu de travail","23 648","25.5","14 020","14.6","10 812","11.6","9 096","10.2","9 220","12.1","-15.9","1.4"
"","-  dans un autre arrondissement","28 876","31.1","33 790","35.1","31 424","33.7","29 896","33.4","23 301","30.6","-4.9","-22.1"
"","habitent en banlieue  (Ile-de-France hors Paris)","38 856","41.9","45 810","47.5","46 188","49.5","45 152","50.5","39 026","51.2","-2.2","-13.6"
"","-  en Petite Couronne","26 452","28.5","28 225","29.3","27 332","29.3","25 788","28.8","22 432","29.4","-5.6","-13.0"
"","Hauts de Seine","13 136","14.2","13 020","13.5","12 408","13.3","11 148","12.5","10 024","13.2","-10.2","-10.1"
"","Seine Saint Denis","5 620","6.1","6 395","6.6","6 232","6.7","6 428","7.2","5 376","7.1","3.1","-16.4"
"","Val de Marne","7 696","8.3","8 810","9.1","8 692","9.3","8 212","9.2","7 032","9.2","-5.5","-14.4"
"","-  en Grande Couronne","12 404","13.4","17 585","18.3","18 856","20.2","19 364","21.7","16 594","21.8","2.7","-14.3"
"","habitent en province","1 428","1.5","2 730","2.8","4 832","5.2","5 284","5.9","4 665","6.1","9.4","-11.7"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","42 076","100.0","34 725","100.0","30 040","100.0","28 074","100.0","24 789","100.0","-6.5","-11.7"
"dont :","travaillent à Paris","38 308","91.0","29 485","84.9","24 748","82.4","22 064","78.6","18 924","76.3","-10.8","-14.2"
"","-  dans l'arrondissement du lieu de résidence","23 648","56.2","14 020","40.4","10 812","36.0","9 096","32.4","9 220","37.2","-15.9","1.4"
"","-  dans un autre arrondissement","14 660","34.8","15 465","44.5","13 936","46.4","12 968","46.2","9 704","39.1","-6.9","-25.2"
"","travaillent en banlieue  (Ile-de-France hors Paris)","3 448","8.2","4 795","13.8","4 928","16.4","5 508","19.6","5 424","21.9","11.8","-1.5"
"","-  en Petite Couronne","2 928","7.0","3 820","11.0","3 824","12.7","4 304","15.3","4 256","17.2","12.6","-1.1"
"","Hauts de Seine","1 992","4.7","2 440","7.0","2 596","8.6","2 920","10.4","3 120","12.6","12.5","6.8"
"","Seine Saint Denis","460","1.1","625","1.8","520","1.7","596","2.1","604","2.4","14.6","1.3"
"","Val de Marne","476","1.1","755","2.2","708","2.4","788","2.8","532","2.1","11.3","-32.5"
"","-  en Grande Couronne","520","1.2","975","2.8","1 104","3.7","1 204","4.3","1 168","4.7","9.1","-3.0"
"","travaillent en province ou hors France métropolitaine","320","0.8","445","1.3","364","1.2","502","1.8","441","1.8","37.9","-12.2"
