"Quartier 49","1982","","1990","","1999","","","évolution en %"
"SALPETRIERE","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"Artisans, commerçants, chefs d'entreprise","472","2.5","476","2.5","532","2.9","0.8","11.8"
"Cadres, professions intellectuelles supérieures","1 984","10.6","2 936","15.7","3 348","18.4","48.0","14.0"
"Professions intermédiaires","1 972","10.5","2 492","13.3","2 580","14.2","26.4","3.5"
"Employés","3 276","17.5","2 784","14.9","2 572","14.1","-15.0","-7.6"
"Ouvriers","1 828","9.8","1 764","9.4","856","4.7","-3.5","-51.5"
"Autres actifs (1)","140","0.7","96","0.5","88","0.5","-31.4","-8.3"
"ACTIFS","9 672","51.6","10 548","56.4","9 976","54.8","9.1","-5.4"
"Enfants  de moins de 15 ans","2 604","13.9","2 380","12.7","2 124","11.7","-8.6","-10.8"
"Retraités","2 760","14.7","2 692","14.4","2 944","16.2","-2.5","9.4"
"Autres sans activité professionnelle","3 696","19.7","3 084","16.5","3 164","17.4","-16.6","2.6"
"INACTIFS","9 060","48.4","8 156","43.6","8 232","45.2","-10.0","0.9"
"TOTAL","18 732","100.0","18 704","100.0","18 208","100.0","-0.1","-2.7"
