"5ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","49 580","100.0","49 245","100.0","46 628","100.0","49 648","100.0","48 909","100.0","6.5","-1.5"
"dont :","habitent à Paris","33 604","67.8","27 470","55.8","25 416","54.5","25 120","50.6","24 262","49.6","-1.2","-3.4"
"","-  dans l'arrondissement du lieu de travail","19 948","40.2","10 770","21.9","8 264","17.7","8 040","16.2","8 880","18.2","-2.7","10.4"
"","-  dans un autre arrondissement","13 656","27.5","16 700","33.9","17 152","36.8","17 080","34.4","15 382","31.5","-0.4","-9.9"
"","habitent en banlieue  (Ile-de-France hors Paris)","15 112","30.5","19 960","40.5","19 704","42.3","22 224","44.8","22 527","46.1","12.8","1.4"
"","-  en Petite Couronne","10 688","21.6","13 545","27.5","12 488","26.8","13 648","27.5","13 876","28.4","9.3","1.7"
"","Hauts de Seine","4 336","8.7","4 780","9.7","4 056","8.7","4 688","9.4","4 774","9.8","15.6","1.8"
"","Seine Saint Denis","2 364","4.8","2 690","5.5","2 764","5.9","3 272","6.6","3 658","7.5","18.4","11.8"
"","Val de Marne","3 988","8.0","6 075","12.3","5 668","12.2","5 688","11.5","5 444","11.1","0.4","-4.3"
"","-  en Grande Couronne","4 424","8.9","6 415","13.0","7 216","15.5","8 576","17.3","8 651","17.7","18.8","0.9"
"","habitent en province","864","1.7","1 815","3.7","1 508","3.2","2 304","4.6","2 120","4.3","52.8","-8.0"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","40 100","100.0","31 825","100.0","28 844","100.0","29 305","100.0","26 864","100.0","1.6","-8.3"
"dont :","travaillent à Paris","35 760","89.2","26 350","82.8","22 536","78.1","21 901","74.7","19 403","72.2","-2.8","-11.4"
"","-  dans l'arrondissement du lieu de résidence","19 948","49.7","10 770","33.8","8 264","28.7","8 040","27.4","8 880","33.1","-2.7","10.4"
"","-  dans un autre arrondissement","15 812","39.4","15 580","49.0","14 272","49.5","13 861","47.3","10 523","39.2","-2.9","-24.1"
"","travaillent en banlieue  (Ile-de-France hors Paris)","4 160","10.4","5 060","15.9","5 744","19.9","6 808","23.2","6 913","25.7","18.5","1.5"
"","-  en Petite Couronne","3 604","9.0","3 920","12.3","4 372","15.2","5 108","17.4","5 017","18.7","16.8","-1.8"
"","Hauts de Seine","2 036","5.1","2 125","6.7","2 092","7.3","2 784","9.5","2 845","10.6","33.1","2.2"
"","Seine Saint Denis","628","1.6","650","2.0","876","3.0","860","2.9","908","3.4","-1.8","5.6"
"","Val de Marne","940","2.3","1 145","3.6","1 404","4.9","1 464","5.0","1 264","4.7","4.3","-13.7"
"","-  en Grande Couronne","556","1.4","1 140","3.6","1 372","4.8","1 700","5.8","1 896","7.1","23.9","11.5"
"","travaillent en province ou hors France métropolitaine","180","0.4","415","1.3","564","2.0","596","2.0","548","2.0","5.7","-8.1"
