"Quartier 20","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SORBONNE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","10 006","100.0","9 455","100.0","7 861","100.0","6 955","100.0","7 168","100.0","7 420","100.0","7 162","100.0","3.5","-3.5"
"Résidences principales","-","","9 126","96.5","7 341","93.4","6 030","86.7","5 956","83.1","5 827","78.5","5 703","79.6","-2.2","-2.1"
"Logements vacants (1)","-","","152","1.6","250","3.2","765","11.0","728","10.2","777","10.5","846","11.8","6.7","8.9"
"Résidences secondaires","-","","177","1.9","270","3.4","160","2.3","484","6.8","195","2.6","328","4.6","-59.7","68.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","621","8.4","285","4.0","","-54.1"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","9 126","100.0","7 341","100.0","6 030","100.0","5 956","100.0","5 827","100.0","5 703","100.0","-2.2","-2.1"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","8 676","95.1","6 729","91.7","5 405","89.6","5 312","89.2","5 125","88.0","5 136","90.1","-3.5","0.2"
". 1915 à 1948","0","","402","4.4","534","7.3","420","7.0","364","6.1","442","7.6","320","5.6","21.4","-27.6"
". 1949 à 1981","0","","48","0.5","78","1.1","205","3.4","280","4.7","185","3.2","202","3.5","-33.9","9.2"
". 1982 à 1989","-","","-","","-","","-","","-","","75","1.3","18","0.3","","-76.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","27","0.5","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","996","16.7","617","10.6","268","4.7","-38.1","-56.6"
". sans WC ou sans douche","-","","-","","-","","-","","760","12.8","571","9.8","478","8.4","-24.9","-16.3"
"Total sans confort","-","","-","","-","","-","","1 756","29.5","1 188","20.4","746","13.1","-32.3","-37.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 532","25.7","1 165","20.0","540","9.5","-24.0","-53.6"
". WC et douche, avec chauffage central","-","","-","","-","","-","","2 668","44.8","3 474","59.6","4 417","77.5","30.2","27.1"
"Total confort","-","","-","","-","","-","","4 200","70.5","4 639","79.6","4 957","86.9","10.5","6.9"
"Avec WC intérieurs","2 978","","2 831","31.0","3 056","41.6","3 805","63.1","4 500","75.6","4 838","83.0","5 057","88.7","7.5","4.5"
"Avec baignoire ou douche","1 489","","2 145","23.5","2 895","39.4","3 840","63.7","4 672","78.4","5 011","86.0","5 335","93.5","7.3","6.5"
