"Quartier 76","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"COMBAT","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","19 698","100.0","17 767","100.0","16 805","100.0","17 904","100.0","18 890","100.0","19 132","100.0","5.5","1.3"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","6 335","32.2","6 106","34.4","6 645","39.5","7 396","41.3","8 306","44.0","8 986","47.0","12.3","8.2"
". 2 personnes","","-","","6 482","32.9","5 722","32.2","5 365","31.9","5 308","29.6","5 348","28.3","5 192","27.1","0.8","-2.9"
". 3 personnes","","-","","3 497","17.8","2 958","16.6","2 425","14.4","2 700","15.1","2 458","13.0","2 301","12.0","-9.0","-6.4"
". 4 personnes","","-","","1 903","9.7","1 737","9.8","1 460","8.7","1 616","9.0","1 754","9.3","1 569","8.2","8.5","-10.5"
". 5 personnes et plus","","-","","1 481","7.5","1 244","7.0","910","5.4","884","4.9","1 024","5.4","1 084","5.7","15.8","5.9"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","13 406","75.5","13 170","78.4","13 652","76.3","14 687","77.8","15 078","78.8","7.6","2.7"
". 1 enfant","","-","","-","","2 452","13.8","2 060","12.3","2 388","13.3","2 298","12.2","2 090","10.9","-3.8","-9.1"
". 2 enfants","","-","","-","","1 281","7.2","1 030","6.1","1 332","7.4","1 296","6.9","1 310","6.8","-2.7","1.1"
". 3 enfants ou plus","","-","","-","","628","3.5","545","3.2","532","3.0","609","3.2","654","3.4","14.5","7.4"
