"19ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","78 212","100.0","74 355","100.0","66 264","100.0","68 182","100.0","68 101","100.0","2.9","-0.1"
"dont :","habitent à Paris","49 068","62.7","34 955","47.0","29 860","45.1","28 544","41.9","33 402","49.0","-4.4","17.0"
"","-  dans l'arrondissement du lieu de travail","34 672","44.3","17 895","24.1","15 548","23.5","14 408","21.1","21 766","32.0","-7.3","51.1"
"","-  dans un autre arrondissement","14 396","18.4","17 060","22.9","14 312","21.6","14 136","20.7","11 636","17.1","-1.2","-17.7"
"","habitent en banlieue  (Ile-de-France hors Paris)","28 308","36.2","37 770","50.8","34 004","51.3","36 218","53.1","31 578","46.4","6.5","-12.8"
"","-  en Petite Couronne","22 000","28.1","26 925","36.2","23 168","35.0","23 444","34.4","20 138","29.6","1.2","-14.1"
"","Hauts de Seine","3 464","4.4","4 020","5.4","3 812","5.8","3 808","5.6","3 761","5.5","-0.1","-1.2"
"","Seine Saint Denis","14 684","18.8","17 560","23.6","14 660","22.1","14 756","21.6","11 839","17.4","0.7","-19.8"
"","Val de Marne","3 852","4.9","5 345","7.2","4 696","7.1","4 880","7.2","4 538","6.7","3.9","-7.0"
"","-  en Grande Couronne","6 308","8.1","10 845","14.6","10 836","16.4","12 774","18.7","11 440","16.8","17.9","-10.4"
"","habitent en province","836","1.1","1 630","2.2","2 400","3.6","3 420","5.0","3 121","4.6","42.5","-8.7"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","76 496","100.0","72 775","100.0","75 548","100.0","74 930","100.0","74 034","100.0","-0.8","-1.2"
"dont :","travaillent à Paris","65 076","85.1","55 915","76.8","57 012","75.5","53 805","71.8","52 661","71.1","-5.6","-2.1"
"","-  dans l'arrondissement du lieu de résidence","34 672","45.3","17 895","24.6","15 548","20.6","14 408","19.2","21 766","29.4","-7.3","51.1"
"","-  dans un autre arrondissement","30 404","39.7","38 020","52.2","41 464","54.9","39 397","52.6","30 895","41.7","-5.0","-21.6"
"","travaillent en banlieue  (Ile-de-France hors Paris)","11 132","14.6","16 345","22.5","17 924","23.7","20 308","27.1","20 469","27.6","13.3","0.8"
"","-  en Petite Couronne","10 112","13.2","14 500","19.9","15 088","20.0","16 664","22.2","16 563","22.4","10.4","-0.6"
"","Hauts de Seine","3 944","5.2","5 860","8.1","5 692","7.5","6 912","9.2","7 053","9.5","21.4","2.0"
"","Seine Saint Denis","4 976","6.5","6 760","9.3","7 156","9.5","7 068","9.4","7 024","9.5","-1.2","-0.6"
"","Val de Marne","1 192","1.6","1 880","2.6","2 240","3.0","2 684","3.6","2 486","3.4","19.8","-7.4"
"","-  en Grande Couronne","1 020","1.3","1 845","2.5","2 836","3.8","3 644","4.9","3 906","5.3","28.5","7.2"
"","travaillent en province ou hors France métropolitaine","288","0.4","515","0.7","612","0.8","817","1.1","904","1.2","33.5","10.6"
