"Quartier 74","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PONT DE FLANDRE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","6 268","100.0","6 034","100.0","7 665","100.0","8 728","100.0","9 191","100.0","10 321","100.0","5.3","12.3"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","1 919","30.6","2 083","34.5","2 870","37.4","3 244","37.2","3 551","38.6","4 319","41.8","9.5","21.6"
". 2 personnes","","-","","2 082","33.2","1 929","32.0","2 115","27.6","2 408","27.6","2 487","27.1","2 482","24.0","3.3","-0.2"
". 3 personnes","","-","","1 191","19.0","1 089","18.0","1 190","15.5","1 372","15.7","1 410","15.3","1 374","13.3","2.8","-2.6"
". 4 personnes","","-","","628","10.0","562","9.3","790","10.3","968","11.1","954","10.4","1 090","10.6","-1.4","14.3"
". 5 personnes et plus","","-","","448","7.1","371","6.1","700","9.1","736","8.4","789","8.6","1 056","10.2","7.2","33.8"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","4 484","74.3","5 390","70.3","6 216","71.2","6 666","72.5","7 349","71.2","7.2","10.2"
". 1 enfant","","-","","-","","937","15.5","1 130","14.7","1 360","15.6","1 291","14.0","1 356","13.1","-5.1","5.0"
". 2 enfants","","-","","-","","417","6.9","700","9.1","732","8.4","733","8.0","931","9.0","0.1","27.0"
". 3 enfants ou plus","","-","","-","","196","3.2","445","5.8","420","4.8","501","5.5","685","6.6","19.3","36.7"
"POPULATION DES MÉNAGES","","15 571","","14 764","","13 440","","17 940","","20 324","","21 275","","24 050","","4.7","13.0"
