"SUPERFICIES ( hectares )","679.3","100.0%"
"dont    
. voirie","161.8","23.8%"
". voies d'eau","21.8","3.2%"
". espaces verts publics","91.3","13.4%"
". domaine ferroviaire","29.7","4.4%"
". équipements","97.1","14.3%"
". tissu urbain ordinaire (habitation, bureaux…)","277.5","40.8%"
