"Quartier 75","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"AMERIQUE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","19 630","100.0","21 094","100.0","21 501","100.0","21 970","100.0","26 660","100.0","27 275","100.0","28 830","100.0","2.3","5.7"
"Résidences principales","-","","20 535","97.3","20 285","94.3","20 195","91.9","23 348","87.6","24 379","89.4","25 889","89.8","4.4","6.2"
"Logements vacants (1)","-","","324","1.5","834","3.9","1 415","6.4","2 500","9.4","2 037","7.5","2 331","8.1","-18.5","14.4"
"Résidences secondaires","-","","235","1.1","382","1.8","360","1.6","812","3.0","234","0.9","301","1.0","-71.2","28.6"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","625","2.3","309","1.1","","-50.6"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","20 535","100.0","20 285","100.0","20 195","100.0","23 348","100.0","24 379","100.0","25 889","100.0","4.4","6.2"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","9 389","45.7","7 875","38.8","5 930","29.4","3 672","15.7","3 837","15.7","3 755","14.5","4.5","-2.1"
". 1915 à 1948","0","","9 213","44.9","9 000","44.4","7 565","37.5","8 372","35.9","7 683","31.5","7 461","28.8","-8.2","-2.9"
". 1949 à 1981","0","","1 933","9.4","3 410","16.8","6 700","33.2","11 304","48.4","11 953","49.0","11 507","44.4","5.7","-3.7"
". 1982 à 1989","-","","-","","-","","-","","-","","906","3.7","1 013","3.9","","11.8"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","2 153","8.3","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 788","7.7","878","3.6","363","1.4","-50.9","-58.7"
". sans WC ou sans douche","-","","-","","-","","-","","3 452","14.8","1 865","7.7","1 055","4.1","-46.0","-43.4"
"Total sans confort","-","","-","","-","","-","","5 240","22.4","2 743","11.3","1 418","5.5","-47.7","-48.3"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 452","10.5","1 695","7.0","744","2.9","-30.9","-56.1"
". WC et douche, avec chauffage central","-","","-","","-","","-","","15 656","67.1","19 941","81.8","23 727","91.6","27.4","19.0"
"Total confort","-","","-","","-","","-","","18 108","77.6","21 636","88.7","24 471","94.5","19.5","13.1"
"Avec WC intérieurs","11 454","","13 064","63.6","13 732","67.7","16 600","82.2","20 596","88.2","22 927","94.0","24 886","96.1","11.3","8.5"
"Avec baignoire ou douche","3 675","","7 004","34.1","9 370","46.2","13 770","68.2","19 092","81.8","22 210","91.1","25 111","97.0","16.3","13.1"
