"Quartier 50","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"GARE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","21 135","100.0","22 589","100.0","21 041","100.0","27 005","100.0","32 704","100.0","33 728","100.0","35 593","100.0","3.1","5.5"
"Résidences principales","-","","21 822","96.6","19 539","92.9","24 620","91.2","28 652","87.6","30 311","89.9","32 111","90.2","5.8","5.9"
"Logements vacants (1)","-","","382","1.7","1 063","5.1","2 015","7.5","3 104","9.5","1 960","5.8","2 421","6.8","-36.9","23.5"
"Résidences secondaires","-","","385","1.7","439","2.1","370","1.4","948","2.9","260","0.8","377","1.1","-72.6","45.0"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 197","3.5","684","1.9","","-42.9"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","21 822","100.0","19 539","100.0","24 620","100.0","28 652","100.0","30 311","100.0","32 111","100.0","5.8","5.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","14 286","65.5","9 366","47.9","6 290","25.5","4 848","16.9","3 493","11.5","3 247","10.1","-27.9","-7.0"
". 1915 à 1948","0","","5 423","24.9","5 889","30.1","6 205","25.2","5 384","18.8","5 958","19.7","5 607","17.5","10.7","-5.9"
". 1949 à 1981","0","","2 113","9.7","4 284","21.9","12 125","49.2","18 420","64.3","18 578","61.3","18 115","56.4","0.9","-2.5"
". 1982 à 1989","-","","-","","-","","-","","-","","2 282","7.5","2 206","6.9","","-3.3"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","2 936","9.1","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","2 044","7.1","733","2.4","288","0.9","-64.1","-60.7"
". sans WC ou sans douche","-","","-","","-","","-","","3 656","12.8","2 101","6.9","1 179","3.7","-42.5","-43.9"
"Total sans confort","-","","-","","-","","-","","5 700","19.9","2 834","9.3","1 467","4.6","-50.3","-48.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","2 504","8.7","1 996","6.6","773","2.4","-20.3","-61.3"
". WC et douche, avec chauffage central","-","","-","","-","","-","","20 448","71.4","25 481","84.1","29 871","93.0","24.6","17.2"
"Total confort","-","","-","","-","","-","","22 952","80.1","27 477","90.7","30 644","95.4","19.7","11.5"
"Avec WC intérieurs","9 204","","10 836","49.7","11 858","60.7","19 955","81.1","25 540","89.1","28 964","95.6","31 197","97.2","13.4","7.7"
"Avec baignoire ou douche","1 068","","4 224","19.4","7 074","36.2","16 450","66.8","24 032","83.9","28 091","92.7","31 270","97.4","16.9","11.3"
