"Quartier 52","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"CROULEBARBE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","9 342","100.0","9 650","100.0","9 940","100.0","10 040","100.0","10 393","100.0","10 356","100.0","3.5","-0.4"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","3 080","33.0","3 462","35.9","4 635","46.6","5 120","51.0","5 411","52.1","5 620","54.3","5.7","3.9"
". 2 personnes","","-","","3 140","33.6","3 193","33.1","3 115","31.3","2 844","28.3","2 838","27.3","2 789","26.9","-0.2","-1.7"
". 3 personnes","","-","","1 636","17.5","1 574","16.3","1 165","11.7","1 104","11.0","1 075","10.3","1 012","9.8","-2.6","-5.9"
". 4 personnes","","-","","876","9.4","857","8.9","685","6.9","668","6.7","772","7.4","668","6.5","15.6","-13.5"
". 5 personnes et plus","","-","","610","6.5","564","5.8","340","3.4","304","3.0","297","2.9","267","2.6","-2.3","-10.1"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","7 503","77.8","8 345","84.0","8 364","83.3","8 624","83.0","8 790","84.9","3.1","1.9"
". 1 enfant","","-","","-","","1 221","12.7","950","9.6","992","9.9","1 014","9.8","882","8.5","2.2","-13.0"
". 2 enfants","","-","","-","","633","6.6","480","4.8","516","5.1","577","5.6","526","5.1","11.8","-8.8"
". 3 enfants ou plus","","-","","-","","293","3.0","165","1.7","168","1.7","178","1.7","158","1.5","6.0","-11.2"
