"18ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","88 644","100.0","74 725","100.0","69 448","100.0","74 130","100.0","70 285","100.0","6.7","-5.2"
"dont :","habitent à Paris","63 920","72.1","41 790","55.9","34 384","49.5","33 917","45.8","38 125","54.2","-1.4","12.4"
"","-  dans l'arrondissement du lieu de travail","52 056","58.7","27 325","36.6","21 588","31.1","20 837","28.1","27 878","39.7","-3.5","33.8"
"","-  dans un autre arrondissement","11 864","13.4","14 465","19.4","12 796","18.4","13 080","17.6","10 247","14.6","2.2","-21.7"
"","habitent en banlieue  (Ile-de-France hors Paris)","23 648","26.7","30 690","41.1","32 096","46.2","35 436","47.8","29 134","41.5","10.4","-17.8"
"","-  en Petite Couronne","16 820","19.0","19 970","26.7","19 960","28.7","21 572","29.1","17 544","25.0","8.1","-18.7"
"","Hauts de Seine","4 136","4.7","4 590","6.1","4 880","7.0","5 340","7.2","4 744","6.7","9.4","-11.2"
"","Seine Saint Denis","9 888","11.2","11 875","15.9","11 556","16.6","12 328","16.6","9 398","13.4","6.7","-23.8"
"","Val de Marne","2 796","3.2","3 505","4.7","3 524","5.1","3 904","5.3","3 402","4.8","10.8","-12.9"
"","-  en Grande Couronne","6 828","7.7","10 720","14.3","12 136","17.5","13 864","18.7","11 590","16.5","14.2","-16.4"
"","habitent en province","1 076","1.2","2 245","3.0","2 968","4.3","4 777","6.4","3 026","4.3","61.0","-36.7"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","125 268","100.0","108 260","100.0","88 540","100.0","90 620","100.0","84 923","100.0","2.3","-6.3"
"dont :","travaillent à Paris","105 568","84.3","82 680","76.4","66 484","75.1","65 281","72.0","60 965","71.8","-1.8","-6.6"
"","-  dans l'arrondissement du lieu de résidence","52 056","41.6","27 325","25.2","21 588","24.4","20 837","23.0","27 878","32.8","-3.5","33.8"
"","-  dans un autre arrondissement","53 512","42.7","55 355","51.1","44 896","50.7","44 444","49.0","33 087","39.0","-1.0","-25.6"
"","travaillent en banlieue  (Ile-de-France hors Paris)","19 244","15.4","24 570","22.7","21 224","24.0","24 280","26.8","22 796","26.8","14.4","-6.1"
"","-  en Petite Couronne","17 316","13.8","21 175","19.6","17 360","19.6","19 420","21.4","17 803","21.0","11.9","-8.3"
"","Hauts de Seine","8 740","7.0","10 550","9.7","8 916","10.1","9 896","10.9","10 014","11.8","11.0","1.2"
"","Seine Saint Denis","6 992","5.6","8 245","7.6","6 324","7.1","6 912","7.6","5 665","6.7","9.3","-18.0"
"","Val de Marne","1 584","1.3","2 380","2.2","2 120","2.4","2 612","2.9","2 124","2.5","23.2","-18.7"
"","-  en Grande Couronne","1 928","1.5","3 395","3.1","3 864","4.4","4 860","5.4","4 993","5.9","25.8","2.7"
"","travaillent en province ou hors France métropolitaine","456","0.4","1 010","0.9","832","0.9","1 059","1.2","1 162","1.4","27.3","9.7"
