"18ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","119 904","100.0","120 683","100.0","118 733","100.0","120 110","100.0","122 288","100.0","119 298","100.0","118 773","100.0","-2.4","-0.4"
"Résidences principales","118 050","98.5","116 565","96.6","111 936","94.3","106 115","88.3","98 680","80.7","99 049","83.0","99 689","83.9","0.4","0.6"
"Logements vacants (1)","511","0.4","2 289","1.9","3 782","3.2","10 430","8.7","19 104","15.6","12 965","10.9","14 580","12.3","-32.1","12.5"
"Résidences secondaires","1 335","1.1","1 829","1.5","3 015","2.5","3 565","3.0","4 504","3.7","1 420","1.2","1 880","1.6","-68.5","32.4"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","5 864","4.9","2 624","2.2","","-55.3"
"Autres","8","0.0","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","118 050","100.0","116 565","100.0","111 936","100.0","106 115","100.0","98 680","100.0","99 049","100.0","99 689","100.0","0.4","0.6"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","95 219","79.9","93 758","80.4","85 325","76.2","68 530","64.6","54 248","55.0","57 294","57.8","53 482","53.6","5.6","-6.7"
". 1915 à 1948","16 538","13.9","19 391","16.6","21 331","19.1","24 280","22.9","26 352","26.7","21 974","22.2","22 673","22.7","-16.6","3.2"
". 1949 à 1981","428","0.4","3 416","2.9","5 280","4.7","13 305","12.5","18 080","18.3","17 704","17.9","17 415","17.5","-2.1","-1.6"
". 1982 à 1989","-","","-","","-","","-","","-","","2 077","2.1","2 011","2.0","","-3.2"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","4 108","4.1","",""
". Non déterminée","7 035","5.9","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","17 008","17.2","9 886","10.0","4 528","4.5","-41.9","-54.2"
". sans WC ou sans douche","-","","-","","-","","-","","19 800","20.1","11 602","11.7","7 501","7.5","-41.4","-35.3"
"Total sans confort","-","","-","","-","","-","","36 808","37.3","21 488","21.7","12 029","12.1","-41.6","-44.0"
". WC et douche, sans chauffage central","-","","-","","-","","-","","23 332","23.6","20 038","20.2","8 913","8.9","-14.1","-55.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","38 540","39.1","57 523","58.1","78 747","79.0","49.3","36.9"
"Total confort","-","","-","","-","","-","","61 872","62.7","77 561","78.3","87 660","87.9","25.4","13.0"
"Avec WC intérieurs","54 015","45.8","58 731","50.4","60 565","54.1","71 045","67.0","73 764","74.8","84 359","85.2","90 511","90.8","14.4","7.3"
"Avec baignoire ou douche","14 144","12.0","26 488","22.7","37 620","33.6","58 530","55.2","69 832","70.8","82 365","83.2","92 310","92.6","17.9","12.1"
