"Quartier 70","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"CLIGNANCOURT","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","104 305","100.0","99 972","100.0","91 422","100.0","80 335","100.0","68 936","100.0","67 614","100.0","64 868","100.0","-1.9","-4.1"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","47 243","45.3","45 779","45.8","41 912","45.8","37 210","46.3","32 016","46.4","32 049","47.4","31 052","47.9","0.1","-3.1"
". Femmes","57 062","54.7","54 193","54.2","49 510","54.2","43 125","53.7","36 920","53.6","35 565","52.6","33 816","52.1","-3.7","-4.9"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","33 171","32.0","30 584","30.6","27 247","29.8","23 480","29.2","19 636","28.4","20 268","30.0","19 246","34.0","3.2","-5.0"
". Actifs femmes","25 577","24.7","25 349","25.4","23 003","25.2","20 650","25.7","16 768","24.3","17 928","26.5","18 255","32.2","6.9","1.8"
". Actifs total","58 748","56.6","55 933","55.9","50 250","55.0","44 130","54.9","36 404","52.7","38 196","56.5","37 501","66.2","4.9","-1.8"
". Inactifs hommes","13 632","13.1","15 195","15.2","14 665","16.0","13 730","17.1","12 528","18.1","11 781","17.4","7 574","13.4","-6.0","-35.7"
". Inactifs femmes","31 328","30.2","28 844","28.9","26 507","29.0","22 475","28.0","20 152","29.2","17 637","26.1","11 558","20.4","-12.5","-34.5"
". Inactifs total","44 960","43.4","44 039","44.1","41 172","45.0","36 205","45.1","32 680","47.3","29 418","43.5","19 132","33.8","-10.0","-35.0"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","100 792","96.6","92 944","93.0","82 969","90.8","69 035","85.9","56 284","81.6","54 643","80.8","53 513","82.5","-2.9","-2.1"
". Étrangers","3 513","3.4","7 028","7.0","8 453","9.2","11 300","14.1","12 652","18.4","12 971","19.2","11 355","17.5","2.5","-12.5"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","5 435","5.2","4 590","4.6","4 141","4.5","3 475","4.3","2 956","4.3","3 482","5.1","3 177","4.9","17.8","-8.8"
".  5 à 14 ans","9 842","9.4","9 335","9.3","7 433","8.1","6 570","8.2","5 372","7.8","5 424","8.0","5 058","7.8","1.0","-6.7"
". 15 à 24 ans","10 765","10.3","11 756","11.8","13 043","14.3","9 990","12.4","8 580","12.4","7 959","11.8","6 698","10.3","-7.2","-15.8"
". 25 à 34 ans","17 589","16.9","15 873","15.9","14 367","15.7","14 680","18.3","13 756","20.0","15 517","22.9","15 607","24.1","12.8","0.6"
". 35 à 64 ans","48 194","46.2","43 553","43.6","36 254","39.7","29 465","36.7","24 884","36.1","24 777","36.6","25 232","38.9","-0.4","1.8"
". 65 à 74 ans","8 396","8.0","9 825","9.8","10 347","11.3","9 765","12.2","6 552","9.5","4 598","6.8","4 319","6.7","-29.8","-6.1"
". 75 ans et plus","3 487","3.3","5 040","5.0","5 837","6.4","6 390","8.0","6 836","9.9","5 857","8.7","4 777","7.4","-14.3","-18.4"
