"Quartier 72","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"LA   CHAPELLE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","9 701","100.0","9 578","100.0","9 425","100.0","9 228","100.0","10 139","100.0","10 855","100.0","9.9","7.1"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","2 969","30.6","3 262","34.1","3 775","40.1","3 836","41.6","4 351","42.9","4 838","44.6","13.4","11.2"
". 2 personnes","","-","","3 248","33.5","3 154","32.9","2 835","30.1","2 652","28.7","2 791","27.5","2 722","25.1","5.2","-2.5"
". 3 personnes","","-","","1 747","18.0","1 641","17.1","1 450","15.4","1 336","14.5","1 450","14.3","1 447","13.3","8.5","-0.2"
". 4 personnes","","-","","969","10.0","916","9.6","835","8.9","772","8.4","868","8.6","948","8.7","12.4","9.2"
". 5 personnes et plus","","-","","768","7.9","605","6.3","530","5.6","632","6.8","679","6.7","900","8.3","7.4","32.5"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","7 202","75.2","7 310","77.6","7 028","76.2","7 759","76.5","7 964","73.4","10.4","2.6"
". 1 enfant","","-","","-","","1 398","14.6","1 160","12.3","1 212","13.1","1 255","12.4","1 408","13.0","3.5","12.2"
". 2 enfants","","-","","-","","667","7.0","710","7.5","616","6.7","677","6.7","889","8.2","9.9","31.3"
". 3 enfants ou plus","","-","","-","","311","3.2","245","2.6","372","4.0","448","4.4","594","5.5","20.4","32.6"
"POPULATION DES MÉNAGES","","25 194","","23 069","","21 434","","20 105","","19 936","","21 728","","23 656","","9.0","8.9"
