"4ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","68 328","100.0","54 770","100.0","53 968","100.0","52 426","100.0","43 955","100.0","-2.9","-16.2"
"dont :","habitent à Paris","39 004","57.1","24 835","45.3","21 924","40.6","21 130","40.3","17 904","40.7","-3.6","-15.3"
"","-  dans l'arrondissement du lieu de travail","14 324","21.0","6 565","12.0","5 024","9.3","4 358","8.3","5 308","12.1","-13.3","21.8"
"","-  dans un autre arrondissement","24 680","36.1","18 270","33.4","16 900","31.3","16 772","32.0","12 596","28.7","-0.8","-24.9"
"","habitent en banlieue  (Ile-de-France hors Paris)","28 772","42.1","28 825","52.6","30 324","56.2","28 940","55.2","23 898","54.4","-4.6","-17.4"
"","-  en Petite Couronne","21 176","31.0","18 760","34.3","17 836","33.0","16 684","31.8","13 689","31.1","-6.5","-18.0"
"","Hauts de Seine","6 608","9.7","5 000","9.1","3 888","7.2","3 596","6.9","3 359","7.6","-7.5","-6.6"
"","Seine Saint Denis","6 300","9.2","5 885","10.7","6 216","11.5","6 068","11.6","4 656","10.6","-2.4","-23.3"
"","Val de Marne","8 268","12.1","7 875","14.4","7 732","14.3","7 020","13.4","5 674","12.9","-9.2","-19.2"
"","-  en Grande Couronne","7 596","11.1","10 065","18.4","12 488","23.1","12 256","23.4","10 209","23.2","-1.9","-16.7"
"","habitent en province","552","0.8","1 110","2.0","1 720","3.2","2 356","4.5","2 153","4.9","37.0","-8.6"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","27 688","100.0","20 595","100.0","16 144","100.0","15 974","100.0","15 437","100.0","-1.1","-3.4"
"dont :","travaillent à Paris","24 768","89.5","17 080","82.9","13 120","81.3","12 202","76.4","11 553","74.8","-7.0","-5.3"
"","-  dans l'arrondissement du lieu de résidence","14 324","51.7","6 565","31.9","5 024","31.1","4 358","27.3","5 308","34.4","-13.3","21.8"
"","-  dans un autre arrondissement","10 444","37.7","10 515","51.1","8 096","50.1","7 844","49.1","6 245","40.5","-3.1","-20.4"
"","travaillent en banlieue  (Ile-de-France hors Paris)","2 760","10.0","3 275","15.9","2 812","17.4","3 468","21.7","3 664","23.7","23.3","5.7"
"","-  en Petite Couronne","2 476","8.9","2 710","13.2","2 152","13.3","2 704","16.9","2 784","18.0","25.7","3.0"
"","Hauts de Seine","1 352","4.9","1 345","6.5","1 088","6.7","1 484","9.3","1 700","11.0","36.4","14.6"
"","Seine Saint Denis","552","2.0","635","3.1","512","3.2","492","3.1","576","3.7","-3.9","17.1"
"","Val de Marne","572","2.1","730","3.5","552","3.4","728","4.6","508","3.3","31.9","-30.2"
"","-  en Grande Couronne","284","1.0","565","2.7","660","4.1","764","4.8","880","5.7","15.8","15.2"
"","travaillent en province ou hors France métropolitaine","160","0.6","240","1.2","212","1.3","304","1.9","220","1.4","43.4","-27.6"
