"Quartier 16","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"NOTRE DAME","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","10 063","100.0","8 461","100.0","6 987","100.0","5 980","100.0","4 880","100.0","4 267","100.0","4 087","100.0","-12.6","-4.2"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","4 471","44.4","3 796","44.9","3 114","44.6","2 700","45.2","2 204","45.2","1 915","44.9","1 918","46.9","-13.1","0.2"
". Femmes","5 592","55.6","4 665","55.1","3 873","55.4","3 280","54.8","2 676","54.8","2 352","55.1","2 169","53.1","-12.1","-7.8"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","2 971","29.9","2 414","28.5","1 967","28.2","1 635","27.3","1 288","26.4","1 137","26.6","1 102","29.2","-11.7","-3.1"
". Actifs femmes","2 541","25.6","2 209","26.1","1 817","26.0","1 390","23.2","1 200","24.6","1 104","25.9","970","25.7","-8.0","-12.1"
". Actifs total","5 512","55.5","4 623","54.6","3 784","54.2","3 025","50.6","2 488","50.9","2 241","52.5","2 072","54.8","-9.9","-7.5"
". Inactifs hommes","1 439","14.5","1 382","16.3","1 147","16.4","1 065","17.8","920","18.8","778","18.2","659","17.4","-15.4","-15.3"
". Inactifs femmes","2 972","30.0","2 456","29.0","2 056","29.4","1 890","31.6","1 476","30.2","1 248","29.2","1 048","27.7","-15.4","-16.0"
". Inactifs total","4 411","44.5","3 838","45.4","3 203","45.8","2 955","49.4","2 396","49.1","2 026","47.5","1 707","45.2","-15.4","-15.7"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","9 537","94.8","7 759","91.7","6 336","90.7","5 020","83.9","4 236","86.8","3 618","84.8","3 518","86.1","-14.6","-2.8"
". Étrangers","526","5.2","702","8.3","651","9.3","960","16.1","644","13.2","649","15.2","569","13.9","0.8","-12.3"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","593","5.9","331","3.9","228","3.3","215","3.6","112","2.3","107","2.5","92","2.3","-4.5","-14.0"
".  5 à 14 ans","1 048","10.4","828","9.8","546","7.8","400","6.7","356","7.3","283","6.6","216","5.3","-20.5","-23.7"
". 15 à 24 ans","1 163","11.6","1 151","13.6","1 064","15.2","825","13.8","644","13.2","655","15.4","581","14.2","1.7","-11.3"
". 25 à 34 ans","1 716","17.1","1 263","14.9","1 007","14.4","1 230","20.6","812","16.6","673","15.8","728","17.8","-17.1","8.2"
". 35 à 64 ans","4 252","42.3","3 635","43.0","2 905","41.6","2 120","35.5","1 912","39.2","1 701","39.9","1 579","38.6","-11.0","-7.2"
". 65 à 74 ans","808","8.0","786","9.3","760","10.9","710","11.9","600","12.3","406","9.5","439","10.7","-32.3","8.1"
". 75 ans et plus","343","3.4","467","5.5","477","6.8","480","8.0","444","9.1","442","10.4","452","11.1","-0.5","2.3"
