"Quartier 14","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT GERVAIS","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","11 093","100.0","10 510","100.0","9 595","100.0","8 330","100.0","7 988","100.0","8 439","100.0","8 181","100.0","5.6","-3.1"
"Résidences principales","-","","10 221","97.3","8 963","93.4","7 220","86.7","6 684","83.7","6 573","77.9","6 568","80.3","-1.7","-0.1"
"Logements vacants (1)","-","","171","1.6","337","3.5","940","11.3","868","10.9","954","11.3","1 026","12.5","9.9","7.5"
"Résidences secondaires","-","","118","1.1","295","3.1","170","2.0","436","5.5","175","2.1","223","2.7","-59.9","27.4"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","737","8.7","364","4.4","","-50.6"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","10 221","100.0","8 963","100.0","7 220","100.0","6 684","100.0","6 573","100.0","6 568","100.0","-1.7","-0.1"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","9 894","96.8","8 571","95.6","6 590","91.3","5 576","83.4","5 736","87.3","5 526","84.1","2.9","-3.7"
". 1915 à 1948","0","","176","1.7","145","1.6","210","2.9","384","5.7","128","1.9","96","1.5","-66.7","-25.0"
". 1949 à 1981","0","","151","1.5","247","2.8","420","5.8","724","10.8","528","8.0","724","11.0","-27.1","37.1"
". 1982 à 1989","-","","-","","-","","-","","-","","181","2.8","106","1.6","","-41.4"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","116","1.8","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 376","20.6","720","11.0","294","4.5","-47.7","-59.2"
". sans WC ou sans douche","-","","-","","-","","-","","1 048","15.7","652","9.9","451","6.9","-37.8","-30.8"
"Total sans confort","-","","-","","-","","-","","2 424","36.3","1 372","20.9","745","11.3","-43.4","-45.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 656","24.8","1 354","20.6","583","8.9","-18.2","-56.9"
". WC et douche, avec chauffage central","-","","-","","-","","-","","2 604","39.0","3 847","58.5","5 240","79.8","47.7","36.2"
"Total confort","-","","-","","-","","-","","4 260","63.7","5 201","79.1","5 823","88.7","22.1","12.0"
"Avec WC intérieurs","2 880","","2 772","27.1","3 017","33.7","3 720","51.5","4 752","71.1","5 515","83.9","5 981","91.1","16.1","8.4"
"Avec baignoire ou douche","780","","1 461","14.3","2 194","24.5","3 590","49.7","4 820","72.1","5 539","84.3","6 116","93.1","14.9","10.4"
