"Quartier 16","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"NOTRE DAME","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","3 814","100.0","3 261","100.0","3 205","100.0","2 624","100.0","2 356","100.0","2 452","100.0","-10.2","4.1"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","1 555","40.8","1 379","42.3","1 695","52.9","1 400","53.4","1 339","56.8","1 563","63.7","-4.4","16.7"
". 2 personnes","","-","","1 135","29.8","974","29.9","845","26.4","752","28.7","587","24.9","560","22.8","-21.9","-4.6"
". 3 personnes","","-","","551","14.4","464","14.2","380","11.9","272","10.4","234","9.9","182","7.4","-14.0","-22.2"
". 4 personnes","","-","","296","7.8","234","7.2","205","6.4","108","4.1","141","6.0","98","4.0","30.6","-30.5"
". 5 personnes et plus","","-","","277","7.3","210","6.4","80","2.5","92","3.5","55","2.3","49","2.0","-40.2","-10.9"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","2 676","82.1","2 735","85.3","2 264","86.3","2 065","87.6","2 233","91.1","-8.8","8.1"
". 1 enfant","","-","","-","","351","10.8","290","9.0","224","8.5","175","7.4","122","5.0","-21.9","-30.3"
". 2 enfants","","-","","-","","162","5.0","145","4.5","108","4.1","86","3.7","69","2.8","-20.4","-19.8"
". 3 enfants ou plus","","-","","-","","72","2.2","35","1.1","28","1.1","30","1.3","28","1.1","7.1","-6.7"
"POPULATION DES MÉNAGES","","9 678","","8 249","","6 863","","5 755","","4 628","","4 082","","3 886","","-11.8","-4.8"
