"PETIT MONTROUGE","",""
"SUPERFICIES ( hectares )","134.6","100.0%"
"dont    
. voirie","43.5","32.3%"
". voies d'eau","0.0","0.0%"
". espaces verts publics","5.0","3.7%"
". domaine ferroviaire","3.3","2.5%"
". équipements","20.0","14.9%"
". tissu urbain ordinaire (habitation, bureaux…)","62.8","46.7%"
