"Quartier 56","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PLAISANCE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","33 661","100.0","34 464","100.0","29 370","100.0","34 530","100.0","33 456","100.0","33 865","100.0","34 757","100.0","1.2","2.6"
"Résidences principales","-","","33 527","97.3","27 574","93.9","31 560","91.4","30 288","90.5","29 962","88.5","30 281","87.1","-1.1","1.1"
"Logements vacants (1)","-","","535","1.6","980","3.3","1 905","5.5","2 308","6.9","2 312","6.8","3 098","8.9","0.2","34.0"
"Résidences secondaires","-","","402","1.2","816","2.8","1 065","3.1","860","2.6","393","1.2","630","1.8","-54.3","60.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","1 198","3.5","748","2.2","","-37.6"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","33 527","100.0","27 574","100.0","31 560","100.0","30 288","100.0","29 962","100.0","30 281","100.0","-1.1","1.1"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","23 652","70.5","18 797","68.2","16 665","52.8","10 904","36.0","10 246","34.2","8 939","29.5","-6.0","-12.8"
". 1915 à 1948","0","","8 138","24.3","6 745","24.5","7 665","24.3","8 024","26.5","7 074","23.6","6 958","23.0","-11.8","-1.6"
". 1949 à 1981","0","","1 737","5.2","2 032","7.4","7 230","22.9","11 360","37.5","10 400","34.7","10 906","36.0","-8.5","4.9"
". 1982 à 1989","-","","-","","-","","-","","-","","2 242","7.5","2 067","6.8","","-7.8"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","1 411","4.7","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 728","12.3","1 291","4.3","397","1.3","-65.4","-69.2"
". sans WC ou sans douche","-","","-","","-","","-","","5 440","18.0","2 778","9.3","1 454","4.8","-48.9","-47.7"
"Total sans confort","-","","-","","-","","-","","9 168","30.3","4 069","13.6","1 851","6.1","-55.6","-54.5"
". WC et douche, sans chauffage central","-","","-","","-","","-","","5 252","17.3","4 281","14.3","1 624","5.4","-18.5","-62.1"
". WC et douche, avec chauffage central","-","","-","","-","","-","","15 868","52.4","21 612","72.1","26 806","88.5","36.2","24.0"
"Total confort","-","","-","","-","","-","","21 120","69.7","25 893","86.4","28 430","93.9","22.6","9.8"
"Avec WC intérieurs","16 002","","16 663","49.7","15 855","57.5","22 530","71.4","24 776","81.8","27 772","92.7","29 016","95.8","12.1","4.5"
"Avec baignoire ou douche","3 022","","6 642","19.8","8 943","32.4","17 910","56.7","22 912","75.6","26 792","89.4","29 298","96.8","16.9","9.4"
