"Quartier 25","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT THOMAS D'AQUIN","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","9 214","100.0","9 460","100.0","8 771","100.0","8 275","100.0","8 584","100.0","8 485","100.0","8 317","100.0","-1.2","-2.0"
"Résidences principales","-","","9 163","96.9","8 257","94.1","7 535","91.1","7 336","85.5","6 769","79.8","6 580","79.1","-7.7","-2.8"
"Logements vacants (1)","-","","71","0.8","188","2.1","440","5.3","528","6.2","705","8.3","722","8.7","33.5","2.4"
"Résidences secondaires","-","","226","2.4","326","3.7","300","3.6","720","8.4","233","2.7","548","6.6","-67.6","135.2"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","778","9.2","467","5.6","","-40.0"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","9 163","100.0","8 257","100.0","7 535","100.0","7 336","100.0","6 769","100.0","6 580","100.0","-7.7","-2.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","8 434","92.0","7 495","90.8","6 390","84.8","6 528","89.0","5 952","87.9","5 828","88.6","-8.8","-2.1"
". 1915 à 1948","0","","599","6.5","525","6.4","755","10.0","296","4.0","315","4.7","327","5.0","6.4","3.8"
". 1949 à 1981","0","","130","1.4","237","2.9","390","5.2","512","7.0","490","7.2","389","5.9","-4.3","-20.6"
". 1982 à 1989","-","","-","","-","","-","","-","","12","0.2","0","0.0","","-100.0"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","36","0.5","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","1 040","14.2","614","9.1","303","4.6","-41.0","-50.7"
". sans WC ou sans douche","-","","-","","-","","-","","916","12.5","651","9.6","599","9.1","-28.9","-8.0"
"Total sans confort","-","","-","","-","","-","","1 956","26.7","1 265","18.7","902","13.7","-35.3","-28.7"
". WC et douche, sans chauffage central","-","","-","","-","","-","","1 112","15.2","761","11.2","339","5.2","-31.6","-55.5"
". WC et douche, avec chauffage central","-","","-","","-","","-","","4 268","58.2","4 743","70.1","5 339","81.1","11.1","12.6"
"Total confort","-","","-","","-","","-","","5 380","73.3","5 504","81.3","5 678","86.3","2.3","3.2"
"Avec WC intérieurs","5 008","","4 881","53.3","4 908","59.4","5 410","71.8","5 636","76.8","5 673","83.8","5 768","87.7","0.7","1.7"
"Avec baignoire ou douche","3 215","","4 040","44.1","4 799","58.1","5 585","74.1","6 044","82.4","5 986","88.4","6 187","94.0","-1.0","3.4"
