"Quartier 36","1982","","1990","","1999","","","évolution en %"
"ROCHECHOUART","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"Artisans, commerçants, chefs d'entreprise","1 328","5.3","1 060","4.8","804","3.6","-20.2","-24.2"
"Cadres, professions intellectuelles supérieures","2 796","11.1","3 832","17.2","5 124","22.9","37.1","33.7"
"Professions intermédiaires","2 648","10.5","2 508","11.3","2 760","12.3","-5.3","10.0"
"Employés","4 476","17.7","3 024","13.6","2 872","12.8","-32.4","-5.0"
"Ouvriers","2 032","8.0","1 462","6.6","1 064","4.8","-28.1","-27.2"
"Autres actifs (1)","176","0.7","163","0.7","96","0.4","-7.4","-41.1"
"ACTIFS","13 456","53.3","12 049","54.1","12 720","56.8","-10.5","5.6"
"Enfants  de moins de 15 ans","2 948","11.7","3 003","13.5","2 792","12.5","1.9","-7.0"
"Retraités","4 104","16.2","3 568","16.0","3 288","14.7","-13.1","-7.8"
"Autres sans activité professionnelle","4 756","18.8","3 657","16.4","3 600","16.1","-23.1","-1.6"
"INACTIFS","11 808","46.7","10 228","45.9","9 680","43.2","-13.4","-5.4"
"TOTAL","25 264","100.0","22 277","100.0","22 400","100.0","-11.8","0.6"
