"12ème   arrondissement","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","65 525","100.0","69 817","100.0","71 416","100.0","74 590","100.0","79 612","100.0","78 443","100.0","82 153","100.0","-1.5","4.7"
"Résidences principales","64 330","98.2","67 474","96.6","67 403","94.4","67 080","89.9","71 204","89.4","67 984","86.7","71 909","87.5","-4.5","5.8"
"Logements vacants (1)","324","0.5","1 149","1.6","2 220","3.1","5 515","7.4","5 840","7.3","6 316","8.1","6 682","8.1","8.2","5.8"
"Résidences secondaires","755","1.2","1 194","1.7","1 793","2.5","1 995","2.7","2 568","3.2","1 321","1.7","1 734","2.1","-48.6","31.3"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","2 822","3.6","1 828","2.2","","-35.2"
"Autres","116","0.2","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","64 330","100.0","67 474","100.0","67 403","100.0","67 080","100.0","71 204","100.0","67 984","100.0","71 909","100.0","-4.5","5.8"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","46 709","71.8","48 673","72.1","42 568","63.2","33 255","49.6","26 948","37.8","28 397","41.8","26 387","36.7","5.4","-7.1"
". 1915 à 1948","10 744","16.5","12 961","19.2","14 484","21.5","16 585","24.7","18 296","25.7","12 849","18.9","13 191","18.3","-29.8","2.7"
". 1949 à 1981","372","0.6","5 840","8.7","10 351","15.4","17 240","25.7","25 960","36.5","24 229","35.6","24 239","33.7","-6.7","0.0"
". 1982 à 1989","-","","-","","-","","-","","-","","2 509","3.7","2 427","3.4","","-3.3"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","5 665","7.9","",""
". Non déterminée","7 267","11.2","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","9 328","13.1","4 429","6.5","1 857","2.6","-52.5","-58.1"
". sans WC ou sans douche","-","","-","","-","","-","","10 296","14.5","5 806","8.5","3 810","5.3","-43.6","-34.4"
"Total sans confort","-","","-","","-","","-","","19 624","27.6","10 235","15.1","5 667","7.9","-47.8","-44.6"
". WC et douche, sans chauffage central","-","","-","","-","","-","","11 360","16.0","8 207","12.1","3 472","4.8","-27.8","-57.7"
". WC et douche, avec chauffage central","-","","-","","-","","-","","40 220","56.5","49 542","72.9","62 770","87.3","23.2","26.7"
"Total confort","-","","-","","-","","-","","51 580","72.4","57 749","84.9","66 242","92.1","12.0","14.7"
"Avec WC intérieurs","30 962","48.1","36 764","54.5","40 955","60.8","49 860","74.3","57 900","81.3","61 108","89.9","67 664","94.1","5.5","10.7"
"Avec baignoire ou douche","10 786","16.8","20 874","30.9","29 680","44.0","43 465","64.8","55 592","78.1","60 196","88.5","68 630","95.4","8.3","14.0"
