"Quartier 46","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"PICPUS","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","28 745","100.0","29 430","100.0","30 135","100.0","33 144","100.0","32 070","100.0","33 276","100.0","-3.2","3.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","8 658","30.1","9 625","32.7","12 090","40.1","15 140","45.7","15 789","49.2","17 300","52.0","4.3","9.6"
". 2 personnes","","-","","9 560","33.3","9 571","32.5","9 435","31.3","9 812","29.6","9 322","29.1","9 312","28.0","-5.0","-0.1"
". 3 personnes","","-","","5 449","19.0","5 260","17.9","4 905","16.3","4 520","13.6","3 689","11.5","3 486","10.5","-18.4","-5.5"
". 4 personnes","","-","","3 043","10.6","3 019","10.3","2 510","8.3","2 624","7.9","2 377","7.4","2 181","6.6","-9.4","-8.2"
". 5 personnes et plus","","-","","2 035","7.1","1 955","6.6","1 195","4.0","1 048","3.2","893","2.8","997","3.0","-14.8","11.6"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","22 043","74.9","23 825","79.1","26 836","81.0","26 705","83.3","27 869","83.8","-0.5","4.4"
". 1 enfant","","-","","-","","4 323","14.7","3 805","12.6","3 732","11.3","3 107","9.7","3 069","9.2","-16.7","-1.2"
". 2 enfants","","-","","-","","2 087","7.1","1 870","6.2","2 060","6.2","1 730","5.4","1 716","5.2","-16.0","-0.8"
". 3 enfants ou plus","","-","","-","","977","3.3","635","2.1","516","1.6","528","1.6","622","1.9","2.3","17.8"
