"Quartier 5","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"GAILLON","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","1 697","100.0","1 671","100.0","1 447","100.0","1 245","100.0","980","100.0","1 092","100.0","1 006","100.0","11.4","-7.9"
"Résidences principales","-","","1 639","98.1","1 365","94.3","1 080","86.7","816","83.3","788","72.2","710","70.6","-3.4","-9.9"
"Logements vacants (1)","-","","4","0.2","17","1.2","65","5.2","100","10.2","163","14.9","182","18.1","63.0","11.7"
"Résidences secondaires","-","","28","1.7","65","4.5","100","8.0","64","6.5","14","1.3","52","5.2","-78.1","271.4"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","127","11.6","62","6.2","","-51.2"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","1 639","100.0","1 365","100.0","1 080","100.0","816","100.0","788","100.0","710","100.0","-3.4","-9.9"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","1 556","94.9","1 310","96.0","995","92.1","760","93.1","741","94.0","653","92.0","-2.5","-11.9"
". 1915 à 1948","0","","76","4.6","55","4.0","80","7.4","12","1.5","43","5.5","43","6.1","258.3","0.0"
". 1949 à 1981","0","","7","0.4","0","0.0","5","0.5","44","5.4","4","0.5","7","1.0","-90.9","75.0"
". 1982 à 1989","-","","-","","-","","-","","-","","0","0.0","0","0.0","",""
". 1990 à 1999","-","","-","","-","","-","","-","","-","","7","1.0","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","168","20.6","83","10.5","28","3.9","-50.6","-66.3"
". sans WC ou sans douche","-","","-","","-","","-","","180","22.1","115","14.6","71","10.0","-36.1","-38.3"
"Total sans confort","-","","-","","-","","-","","348","42.6","198","25.1","99","13.9","-43.1","-50.0"
". WC et douche, sans chauffage central","-","","-","","-","","-","","116","14.2","111","14.1","48","6.8","-4.3","-56.8"
". WC et douche, avec chauffage central","-","","-","","-","","-","","352","43.1","479","60.8","563","79.3","36.1","17.5"
"Total confort","-","","-","","-","","-","","468","57.4","590","74.9","611","86.1","26.1","3.6"
"Avec WC intérieurs","860","","704","43.0","654","47.9","705","65.3","516","63.2","620","78.7","621","87.5","20.2","0.2"
"Avec baignoire ou douche","448","","562","34.3","630","46.2","730","67.6","608","74.5","675","85.7","672","94.6","11.0","-0.4"
