"Quartier 41","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"FOLIE MERICOURT","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","21 260","100.0","20 085","100.0","17 945","100.0","16 448","100.0","18 052","100.0","17 733","100.0","9.8","-1.8"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","7 895","37.1","8 006","39.9","8 500","47.4","8 068","49.1","9 259","51.3","9 884","55.7","14.8","6.8"
". 2 personnes","","-","","7 121","33.5","6 453","32.1","5 375","30.0","4 544","27.6","4 698","26.0","4 247","23.9","3.4","-9.6"
". 3 personnes","","-","","3 390","15.9","2 993","14.9","2 140","11.9","1 960","11.9","1 908","10.6","1 667","9.4","-2.7","-12.6"
". 4 personnes","","-","","1 713","8.1","1 633","8.1","1 215","6.8","1 172","7.1","1 289","7.1","1 119","6.3","10.0","-13.2"
". 5 personnes et plus","","-","","1 141","5.4","1 000","5.0","715","4.0","704","4.3","898","5.0","816","4.6","27.6","-9.1"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","16 007","79.7","14 775","82.3","13 460","81.8","14 687","81.4","14 763","83.3","9.1","0.5"
". 1 enfant","","-","","-","","2 441","12.2","1 830","10.2","1 648","10.0","1 740","9.6","1 558","8.8","5.6","-10.5"
". 2 enfants","","-","","-","","1 118","5.6","920","5.1","904","5.5","975","5.4","940","5.3","7.9","-3.6"
". 3 enfants ou plus","","-","","-","","519","2.6","420","2.3","436","2.7","650","3.6","472","2.7","49.1","-27.4"
