"Quartier 42","1954","","1962","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"SAINT AMBROISE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"POPULATION TOTALE","41 594","100.0","40 338","100.0","36 161","100.0","32 825","100.0","30 840","100.0","33 467","100.0","32 168","100.0","8.5","-3.9"
"POPULATION PAR SEXE","","","","","","","","","","","","","","","",""
". Hommes","18 913","45.5","18 724","46.4","16 877","46.7","15 635","47.6","14 312","46.4","15 983","47.8","15 406","47.9","11.7","-3.6"
". Femmes","22 681","54.5","21 614","53.6","19 284","53.3","17 190","52.4","16 528","53.6","17 484","52.2","16 762","52.1","5.8","-4.1"
"ACTIVITÉ","","","","","","","","","","","","","","","",""
". Actifs hommes","13 743","33.1","12 578","31.2","10 866","30.0","9 755","29.7","8 900","28.8","9 881","29.5","9 344","33.1","11.0","-5.4"
". Actifs femmes","10 602","25.5","10 282","25.5","8 805","24.3","8 130","24.8","7 684","24.9","8 946","26.7","8 858","31.4","16.4","-1.0"
". Actifs total","24 345","58.5","22 860","56.7","19 671","54.4","17 885","54.5","16 584","53.6","18 827","56.3","18 202","64.4","13.5","-3.3"
". Inactifs hommes","5 165","12.4","6 146","15.2","6 011","16.6","5 880","17.9","5 488","17.8","6 102","18.2","4 032","14.3","11.2","-33.9"
". Inactifs femmes","12 071","29.0","11 332","28.1","10 479","29.0","9 060","27.6","8 844","28.6","8 538","25.5","6 015","21.3","-3.5","-29.6"
". Inactifs total","17 236","41.5","17 478","43.3","16 490","45.6","14 940","45.5","14 332","46.4","14 640","43.7","10 047","35.6","2.1","-31.4"
"NATIONALITÉ","","","","","","","","","","","","","","","",""
". Français","39 865","95.8","37 224","92.3","32 182","89.0","27 520","83.8","24 944","80.9","27 745","82.9","27 364","85.1","11.2","-1.4"
". Étrangers","1 729","4.2","3 114","7.7","3 979","11.0","5 305","16.2","5 896","19.1","5 722","17.1","4 804","14.9","-3.0","-16.0"
"TRANCHES D'ÂGE","","","","","","","","","","","","","","","",""
".  0 à 4  ans","2 334","5.6","1 936","4.8","1 735","4.8","1 680","5.1","1 420","4.6","1 606","4.8","1 450","4.5","13.1","-9.7"
".  5 à 14 ans","4 057","9.8","3 962","9.8","3 034","8.4","2 680","8.2","2 436","7.9","2 807","8.4","2 469","7.7","15.2","-12.0"
". 15 à 24 ans","4 698","11.3","4 937","12.2","5 428","15.0","4 485","13.7","4 204","13.6","4 338","13.0","3 797","11.8","3.2","-12.5"
". 25 à 34 ans","7 188","17.3","6 566","16.3","5 718","15.8","6 400","19.5","6 568","21.3","7 450","22.3","7 817","24.3","13.4","4.9"
". 35 à 64 ans","18 596","44.7","17 202","42.6","14 074","38.9","11 700","35.6","10 964","35.6","12 351","36.9","12 102","37.6","12.7","-2.0"
". 65 à 74 ans","3 291","7.9","3 767","9.3","4 003","11.1","3 745","11.4","2 704","8.8","2 247","6.7","2 260","7.0","-16.9","0.6"
". 75 ans et plus","1 417","3.4","1 968","4.9","2 169","6.0","2 135","6.5","2 544","8.2","2 668","8.0","2 273","7.1","4.9","-14.8"
