"11ème   arrondissement","","1968","","1975","","1982","","1990","","1999","","","évolution en %"
"","","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PERSONNES EXERCANT UN EMPLOI A PARIS","","","","","","","","","","","","",""
"","Total","96 552","100.0","87 295","100.0","70 020","100.0","74 780","100.0","67 687","100.0","6.8","-9.5"
"dont :","habitent à Paris","64 868","67.2","46 055","52.8","34 592","49.4","34 504","46.1","36 034","53.2","-0.3","4.4"
"","-  dans l'arrondissement du lieu de travail","44 456","46.0","22 785","26.1","16 612","23.7","15 667","21.0","21 427","31.7","-5.7","36.8"
"","-  dans un autre arrondissement","20 412","21.1","23 270","26.7","17 980","25.7","18 837","25.2","14 607","21.6","4.8","-22.5"
"","habitent en banlieue  (Ile-de-France hors Paris)","30 448","31.5","37 590","43.1","32 920","47.0","36 904","49.4","28 973","42.8","12.1","-21.5"
"","-  en Petite Couronne","22 888","23.7","26 665","30.5","22 272","31.8","23 852","31.9","18 585","27.5","7.1","-22.1"
"","Hauts de Seine","4 204","4.4","4 135","4.7","3 652","5.2","4 752","6.4","3 860","5.7","30.1","-18.8"
"","Seine Saint Denis","10 364","10.7","10 845","12.4","9 672","13.8","10 412","13.9","8 131","12.0","7.7","-21.9"
"","Val de Marne","8 320","8.6","11 685","13.4","8 948","12.8","8 688","11.6","6 594","9.7","-2.9","-24.1"
"","-  en Grande Couronne","7 560","7.8","10 925","12.5","10 648","15.2","13 052","17.5","10 388","15.3","22.6","-20.4"
"","habitent en province","1 236","1.3","3 650","4.2","2 508","3.6","3 372","4.5","2 680","4.0","34.4","-20.5"
"PERSONNES AYANT UN EMPLOI ET RESIDANT A PARIS","","","","","","","","","","","","",""
"","Total","94 920","100.0","81 965","100.0","70 440","100.0","75 001","100.0","72 775","100.0","6.5","-3.0"
"dont :","travaillent à Paris","83 468","87.9","65 120","79.4","54 180","76.9","54 159","72.2","51 701","71.0","0.0","-4.5"
"","-  dans l'arrondissement du lieu de résidence","44 456","46.8","22 785","27.8","16 612","23.6","15 667","20.9","21 427","29.4","-5.7","36.8"
"","-  dans un autre arrondissement","39 012","41.1","42 335","51.7","37 568","53.3","38 492","51.3","30 274","41.6","2.5","-21.3"
"","travaillent en banlieue  (Ile-de-France hors Paris)","11 124","11.7","16 380","20.0","15 656","22.2","19 986","26.6","20 047","27.5","27.7","0.3"
"","-  en Petite Couronne","9 976","10.5","14 185","17.3","12 992","18.4","15 878","21.2","16 039","22.0","22.2","1.0"
"","Hauts de Seine","4 788","5.0","6 510","7.9","5 684","8.1","7 552","10.1","8 120","11.2","32.9","7.5"
"","Seine Saint Denis","3 028","3.2","4 225","5.2","4 040","5.7","4 562","6.1","4 526","6.2","12.9","-0.8"
"","Val de Marne","2 160","2.3","3 450","4.2","3 268","4.6","3 764","5.0","3 393","4.7","15.2","-9.9"
"","-  en Grande Couronne","1 148","1.2","2 195","2.7","2 664","3.8","4 108","5.5","4 008","5.5","54.2","-2.4"
"","travaillent en province ou hors France métropolitaine","328","0.3","465","0.6","604","0.9","856","1.1","1 027","1.4","41.7","20.0"
