"Quartier 43","","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"ROQUETTE","effectif","","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"MÉNAGES","","-","","27 681","100.0","26 328","100.0","25 310","100.0","24 656","100.0","26 113","100.0","26 761","100.0","5.9","2.5"
"TAILLE DES MÉNAGES","","","","","","","","","","","","","","","","",""
". 1 personne","","-","","9 638","34.8","10 040","38.1","11 460","45.3","12 304","49.9","14 118","54.1","15 212","56.8","14.7","7.7"
". 2 personnes","","-","","9 387","33.9","8 535","32.4","7 845","31.0","6 860","27.8","6 661","25.5","6 703","25.0","-2.9","0.6"
". 3 personnes","","-","","4 762","17.2","4 357","16.5","3 430","13.6","3 104","12.6","2 778","10.6","2 393","8.9","-10.5","-13.9"
". 4 personnes","","-","","2 364","8.5","2 120","8.1","1 805","7.1","1 564","6.3","1 686","6.5","1 577","5.9","7.8","-6.5"
". 5 personnes et plus","","-","","1 530","5.5","1 276","4.8","770","3.0","824","3.3","870","3.3","876","3.3","5.6","0.7"
"MÉNAGES SELON LE NOMBRE","","","","","","","","","","","","","","","","",""
"D'ENFANTS DE 0 A 16 ANS","","","","","","","","","","","","","","","","",""
". sans enfant","","-","","-","","20 612","78.3","20 870","82.5","20 156","81.7","21 790","83.4","22 728","84.9","8.1","4.3"
". 1 enfant","","-","","-","","3 537","13.4","2 595","10.3","2 772","11.2","2 413","9.2","2 257","8.4","-13.0","-6.5"
". 2 enfants","","-","","-","","1 514","5.8","1 375","5.4","1 248","5.1","1 348","5.2","1 225","4.6","8.0","-9.1"
". 3 enfants ou plus","","-","","-","","665","2.5","470","1.9","480","1.9","562","2.2","551","2.1","17.1","-2.0"
