"Quartier 42","1954","","1962","","1968","","1975","","1982","","1990","","1999","","évolution en %",""
"SAINT AMBROISE","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","effectif","%","1982-1990","1990-1999"
"PARC DE LOGEMENTS","","","","","","","","","","","","","","","",""
"Total :","18 993","100.0","19 132","100.0","18 123","100.0","18 830","100.0","19 884","100.0","21 274","100.0","21 636","100.0","7.0","1.7"
"Résidences principales","-","","18 597","97.2","17 099","94.3","16 425","87.2","16 432","82.6","18 146","85.3","18 215","84.2","10.4","0.4"
"Logements vacants (1)","-","","235","1.2","630","3.5","2 035","10.8","2 476","12.5","1 933","9.1","2 333","10.8","-21.9","20.7"
"Résidences secondaires","-","","300","1.6","394","2.2","370","2.0","976","4.9","288","1.4","423","2.0","-70.5","46.9"
"Logements occasionnels (2)","-","","-","","-","","-","","-","","907","4.3","665","3.1","","-26.7"
"Autres","-","","-","","-","","-","","-","","-","","-","","",""
"RÉSIDENCES PRINCIPALES","-","","18 597","100.0","17 099","100.0","16 425","100.0","16 432","100.0","18 146","100.0","18 215","100.0","10.4","0.4"
"EPOQUE D'ACHEVEMENT","","","","","","","","","","","","","","","",""
". Avant 1915","0","","16 997","91.4","14 502","84.8","11 435","69.6","7 816","47.6","10 833","59.7","10 026","55.0","38.6","-7.4"
". 1915 à 1948","0","","1 475","7.9","2 281","13.3","2 865","17.4","3 864","23.5","2 084","11.5","2 096","11.5","-46.1","0.6"
". 1949 à 1981","0","","125","0.7","316","1.8","2 125","12.9","4 752","28.9","4 379","24.1","4 469","24.5","-7.8","2.1"
". 1982 à 1989","-","","-","","-","","-","","-","","850","4.7","825","4.5","","-2.9"
". 1990 à 1999","-","","-","","-","","-","","-","","-","","799","4.4","",""
". Non déterminée","0","","-","","-","","-","","-","","-","","-","","",""
"CONFORT","","","","","","","","","","","","","","","",""
". ni WC ni douche","-","","-","","-","","-","","3 088","18.8","1 889","10.4","783","4.3","-38.8","-58.5"
". sans WC ou sans douche","-","","-","","-","","-","","2 840","17.3","1 943","10.7","1 279","7.0","-31.6","-34.2"
"Total sans confort","-","","-","","-","","-","","5 928","36.1","3 832","21.1","2 062","11.3","-35.4","-46.2"
". WC et douche, sans chauffage central","-","","-","","-","","-","","3 344","20.4","3 335","18.4","1 546","8.5","-0.3","-53.6"
". WC et douche, avec chauffage central","-","","-","","-","","-","","7 160","43.6","10 979","60.5","14 607","80.2","53.3","33.0"
"Total confort","-","","-","","-","","-","","10 504","63.9","14 314","78.9","16 153","88.7","36.3","12.8"
"Avec WC intérieurs","7 541","","7 426","39.9","7 455","43.6","10 090","61.4","11 908","72.5","15 242","84.0","16 569","91.0","28.0","8.7"
"Avec baignoire ou douche","2 118","","3 462","18.6","5 277","30.9","9 150","55.7","11 948","72.7","15 329","84.5","17 016","93.4","28.3","11.0"
